date,rainfall_mm,temperature_c,wind_speed_kmh,humidity_percent,pressure_hpa,flood_occurred,cyclone_occurred
2021-05-16,3.6,32.0,13.1,56.1,1012.7,0,0
2021-05-17,6.5,32.0,12.9,65.0,1011.9,0,0
2021-05-18,12.1,32.1,12.3,60.7,1012.9,0,0
2021-05-19,1.7,31.5,10.9,52.5,1012.4,0,0
2021-05-20,23.3,31.1,10.7,76.8,1013.7,0,0
2021-05-21,14.3,31.7,11.0,59.0,1013.2,0,0
2021-05-22,24.5,31.3,13.1,70.1,1012.3,0,0
2021-05-23,38.3,29.9,10.9,79.0,1011.9,0,0
2021-05-24,17.5,30.8,11.4,66.1,1011.4,0,0
2021-05-25,11.4,30.5,13.5,64.9,1013.0,0,0
2021-05-26,12.2,30.5,13.3,58.8,1009.8,0,0
2021-05-27,11.8,30.3,15.9,70.1,1012.6,0,0
2021-05-28,17.8,30.8,12.7,66.0,1011.4,0,0
2021-05-29,11.5,30.7,12.7,61.3,1013.7,0,0
2021-05-30,17.6,29.5,11.6,70.9,1014.6,0,0
2021-05-31,20.7,29.7,12.6,72.4,1011.5,0,0
2021-06-01,16.2,29.9,12.2,64.4,1012.6,0,0
2021-06-02,1.0,30.3,15.2,55.8,1013.1,0,0
2021-06-03,32.6,30.6,11.8,77.4,1010.0,0,0
2021-06-04,18.4,29.2,14.0,73.4,1010.4,0,0
2021-06-05,16.2,29.8,14.1,72.4,1011.9,0,0
2021-06-06,8.3,30.9,12.1,60.6,1010.1,0,0
2021-06-07,14.6,30.6,12.7,67.1,1010.6,0,0
2021-06-08,22.8,30.2,14.1,79.4,1011.7,0,0
2021-06-09,5.7,31.2,16.0,53.6,1010.8,0,0
2021-06-10,12.8,31.4,13.5,60.7,1011.8,0,0
2021-06-11,27.5,31.6,16.7,66.6,1011.3,0,0
2021-06-12,16.4,30.0,19.1,74.5,1011.6,0,0
2021-06-13,18.8,29.5,13.1,73.7,1011.2,0,0
2021-06-14,17.1,29.4,15.1,71.1,1012.4,0,0
2021-06-15,20.3,30.4,16.3,74.1,1012.8,0,0
2021-06-16,19.6,30.2,12.9,70.9,1012.5,0,0
2021-06-17,6.2,31.4,13.1,57.9,1012.4,0,0
2021-06-18,12.6,31.0,15.8,62.2,1012.3,0,0
2021-06-19,14.9,30.3,15.5,67.1,1013.3,0,0
2021-06-20,16.3,29.8,14.7,70.9,1012.1,0,0
2021-06-21,42.1,29.3,16.7,77.8,1013.9,0,0
2021-06-22,16.7,29.5,11.7,71.7,1011.7,0,0
2021-06-23,12.0,28.3,13.9,68.2,1011.5,0,0
2021-06-24,13.7,28.6,15.7,69.9,1013.3,0,0
2021-06-25,63.8,29.0,11.2,85.5,1013.4,0,0
2021-06-26,21.9,28.8,16.0,66.7,1010.7,0,0
2021-06-27,54.9,29.1,11.6,87.7,1010.5,1,0
2021-06-28,10.0,29.9,12.3,70.4,1011.0,0,0
2021-06-29,59.5,29.3,12.1,88.4,1011.7,1,0
2021-06-30,33.8,28.8,12.9,79.1,1011.6,0,0
2021-07-01,30.6,28.7,15.2,83.2,1011.0,1,0
2021-07-02,16.4,29.1,12.6,63.1,1010.2,0,0
2021-07-03,21.3,27.5,13.7,71.2,1012.1,0,0
2021-07-04,30.4,27.1,14.1,77.1,1012.1,0,0
2021-07-05,8.7,28.3,15.3,66.0,1010.0,0,0
2021-07-06,5.7,27.6,12.9,63.1,1011.1,0,0
2021-07-07,2.2,27.6,14.1,58.3,1009.3,0,0
2021-07-08,31.7,29.1,14.8,77.6,1007.2,0,0
2021-07-09,45.7,29.6,12.2,85.2,1007.8,0,0
2021-07-10,29.6,28.2,14.7,77.6,1007.8,0,0
2021-07-11,9.1,27.6,12.9,64.5,1008.2,0,0
2021-07-12,11.0,28.0,13.7,65.8,1010.9,0,0
2021-07-13,36.8,27.4,11.4,90.8,1009.9,0,0
2021-07-14,14.5,27.3,11.7,69.0,1009.8,0,0
2021-07-15,48.9,28.9,14.7,85.7,1011.4,0,0
2021-07-16,41.8,28.6,11.9,82.6,1013.6,0,0
2021-07-17,47.7,27.8,16.1,90.1,1012.0,1,0
2021-07-18,6.6,28.5,13.0,64.1,1013.5,0,0
2021-07-19,27.0,29.0,13.1,68.1,1013.8,0,0
2021-07-20,12.2,28.8,11.4,64.3,1013.9,0,0
2021-07-21,14.7,28.3,15.4,64.7,1011.5,0,0
2021-07-22,8.1,28.9,14.1,59.5,1011.9,0,0
2021-07-23,28.4,29.2,13.2,72.0,1010.1,0,0
2021-07-24,12.1,30.0,19.9,69.6,1010.7,0,0
2021-07-25,29.9,29.3,12.6,75.5,1011.2,0,0
2021-07-26,27.2,29.8,13.4,75.2,1013.3,0,0
2021-07-27,51.8,30.2,15.1,91.4,1012.0,0,0
2021-07-28,55.6,29.8,15.3,84.9,1010.6,1,0
2021-07-29,34.1,29.3,12.0,82.3,1010.2,1,0
2021-07-30,30.1,29.4,13.9,70.6,1011.4,1,0
2021-07-31,43.8,28.3,13.5,93.2,1009.9,0,0
2021-08-01,37.3,27.9,13.2,81.5,1014.1,1,0
2021-08-02,13.0,27.7,13.6,56.0,1013.3,0,0
2021-08-03,13.9,28.1,15.8,74.5,1014.5,0,0
2021-08-04,31.0,28.5,12.9,76.6,1014.7,0,0
2021-08-05,22.6,27.8,12.0,77.1,1012.8,0,0
2021-08-06,6.5,28.6,12.9,55.1,1011.6,0,0
2021-08-07,26.7,30.0,11.9,74.9,1010.5,0,0
2021-08-08,29.9,29.5,12.0,77.9,1011.3,0,0
2021-08-09,38.2,28.6,19.6,81.1,1011.8,0,0
2021-08-10,35.1,29.9,13.1,77.1,1011.3,0,0
2021-08-11,23.5,29.1,17.4,73.0,1010.9,0,0
2021-08-12,37.9,30.2,16.0,75.5,1009.3,0,0
2021-08-13,46.7,29.3,17.1,80.5,1011.0,0,0
2021-08-14,35.4,28.4,16.5,79.4,1009.4,1,0
2021-08-15,1.2,27.1,13.1,57.1,1009.8,0,0
2021-08-16,29.1,26.5,12.9,75.1,1011.5,0,0
2021-08-17,10.5,26.3,17.0,64.5,1010.5,0,0
2021-08-18,7.0,26.0,16.1,69.0,1009.5,0,0
2021-08-19,10.8,25.8,19.0,72.9,1011.3,0,0
2021-08-20,3.4,26.5,15.9,59.0,1011.3,0,0
2021-08-21,14.3,26.1,11.9,74.9,1009.9,0,0
2021-08-22,54.2,25.4,13.4,92.8,1010.0,0,0
2021-08-23,13.9,25.5,16.5,66.7,1010.5,0,0
2021-08-24,17.4,25.9,14.4,71.8,1011.1,0,0
2021-08-25,22.9,26.9,14.2,75.0,1009.9,0,0
2021-08-26,19.9,27.8,12.9,70.1,1011.2,0,0
2021-08-27,16.2,28.4,13.2,65.3,1010.3,0,0
2021-08-28,21.5,27.5,13.6,73.3,1010.3,0,0
2021-08-29,16.0,27.0,13.9,70.0,1009.0,0,0
2021-08-30,13.5,25.5,14.3,67.8,1009.7,0,0
2021-08-31,33.5,27.7,12.7,79.8,1009.5,0,0
2021-09-01,39.4,27.6,15.2,83.1,1009.5,0,0
2021-09-02,15.5,28.4,11.8,74.2,1011.6,0,0
2021-09-03,42.6,26.0,16.2,87.3,1009.5,0,0
2021-09-04,21.1,25.3,13.9,73.0,1008.5,0,0
2021-09-05,7.7,25.6,15.2,70.6,1011.3,0,0
2021-09-06,18.3,25.2,13.1,70.9,1010.6,0,0
2021-09-07,13.9,25.0,14.0,66.9,1009.3,0,0
2021-09-08,12.1,26.6,13.1,59.9,1009.0,0,0
2021-09-09,21.8,27.2,13.0,70.4,1012.5,0,0
2021-09-10,12.3,28.0,13.7,71.0,1010.5,0,0
2021-09-11,34.4,27.7,15.4,82.1,1009.4,0,0
2021-09-12,25.2,27.3,14.6,81.7,1010.8,0,0
2021-09-13,7.4,25.5,13.0,68.2,1010.3,0,0
2021-09-14,5.9,26.1,14.3,64.2,1009.5,0,0
2021-09-15,8.9,26.3,14.5,71.1,1009.3,0,0
2021-09-16,9.5,27.4,17.2,66.1,1010.0,0,0
2021-09-17,12.5,25.9,11.1,63.7,1010.8,0,0
2021-09-18,7.5,26.2,12.0,64.0,1012.3,0,0
2021-09-19,12.3,25.3,11.6,71.9,1010.6,0,0
2021-09-20,35.9,25.8,12.6,85.3,1009.6,0,0
2021-09-21,11.6,24.7,14.1,69.9,1009.1,0,0
2021-09-22,13.1,25.9,11.9,67.5,1008.1,0,0
2021-09-23,31.0,25.6,14.3,78.5,1009.4,0,0
2021-09-24,15.4,25.2,14.4,67.6,1008.5,0,0
2021-09-25,9.0,25.2,11.0,74.5,1007.9,0,0
2021-09-26,14.2,24.0,14.5,73.0,1009.5,0,0
2021-09-27,1.7,22.8,11.7,63.0,1008.3,0,0
2021-09-28,18.5,23.2,13.3,72.2,1008.0,0,0
2021-09-29,20.6,23.1,12.2,79.2,1009.2,0,0
2021-09-30,11.5,22.4,11.5,67.6,1012.9,0,0
2021-10-01,18.0,24.2,11.0,74.8,1013.5,0,0
2021-10-02,10.0,25.8,11.0,71.7,1012.2,0,0
2021-10-03,9.0,26.0,13.5,66.5,1011.8,0,0
2021-10-04,17.0,26.6,10.9,65.5,1011.4,0,0
2021-10-05,6.6,26.6,13.4,61.9,1011.2,0,0
2021-10-06,9.9,25.8,12.0,66.2,1010.4,0,0
2021-10-07,34.9,26.2,10.7,80.9,1011.3,0,0
2021-10-08,37.7,25.6,12.1,82.2,1011.8,0,0
2021-10-09,21.8,24.5,12.0,73.0,1011.6,0,0
2021-10-10,11.3,24.1,11.7,64.5,1010.8,0,0
2021-10-11,9.2,22.6,13.2,71.6,1011.2,0,0
2021-10-12,25.1,22.5,16.3,85.2,1014.5,0,0
2021-10-13,35.3,23.6,12.0,82.2,1013.6,0,0
2021-10-14,8.4,24.1,12.6,61.9,1010.7,0,0
2021-10-15,4.3,24.1,14.9,60.3,1010.1,0,0
2021-10-16,33.5,24.1,19.1,86.2,1011.1,0,0
2021-10-17,1.3,24.6,17.7,65.4,1009.5,0,0
2021-10-18,5.8,24.9,12.9,63.8,1010.8,0,0
2021-10-19,7.1,24.6,11.5,69.5,1012.1,0,0
2021-10-20,8.8,25.4,13.8,69.5,1013.2,0,0
2021-10-21,4.4,26.0,12.8,59.4,1012.6,0,0
2021-10-22,4.9,25.5,11.4,58.6,1012.4,0,0
2021-10-23,5.3,24.9,14.3,65.7,1011.1,0,0
2021-10-24,1.4,24.5,11.9,65.1,1011.5,0,0
2021-10-25,4.0,24.3,11.4,64.3,1010.8,0,0
2021-10-26,7.1,23.4,15.2,70.5,1010.0,0,0
2021-10-27,5.6,23.3,12.0,68.6,1008.2,0,0
2021-10-28,6.2,23.9,11.6,69.1,1009.1,0,0
2021-10-29,4.4,24.5,13.4,59.7,1010.6,0,0
2021-10-30,8.7,25.8,12.4,67.5,1010.8,0,0
2021-10-31,6.0,25.3,15.3,68.5,1008.8,0,0
2021-11-01,8.6,24.6,11.6,70.3,1011.2,0,0
2021-11-02,0.1,22.8,17.0,64.9,1011.8,0,0
2021-11-03,7.3,24.1,15.7,64.7,1013.6,0,0
2021-11-04,6.0,22.8,11.9,71.4,1011.7,0,0
2021-11-05,7.4,24.0,11.9,72.2,1010.6,0,0
2021-11-06,5.5,24.1,11.5,69.5,1010.5,0,0
2021-11-07,6.0,25.0,16.1,68.1,1012.4,0,0
2021-11-08,3.0,23.5,13.8,60.8,1013.0,0,0
2021-11-09,2.9,22.8,14.0,66.6,1013.5,0,0
2021-11-10,1.4,23.9,12.3,63.3,1012.1,0,0
2021-11-11,4.2,23.8,11.2,69.0,1012.0,0,0
2021-11-12,3.7,24.0,12.2,69.6,1012.2,0,0
2021-11-13,2.8,24.7,13.2,59.5,1012.5,0,0
2021-11-14,10.5,23.3,12.1,69.7,1012.1,0,0
2021-11-15,3.0,23.7,11.6,64.5,1012.5,0,0
2021-11-16,1.7,24.5,12.0,70.8,1014.4,0,0
2021-11-17,4.5,25.1,10.7,68.0,1011.9,0,0
2021-11-18,0.7,23.8,11.0,59.4,1011.7,0,0
2021-11-19,1.5,23.3,12.8,70.5,1011.2,0,0
2021-11-20,4.5,24.3,14.8,60.1,1011.1,0,0
2021-11-21,2.5,24.1,10.4,62.3,1009.1,0,0
2021-11-22,1.9,23.9,11.0,67.4,1009.5,0,0
2021-11-23,3.1,23.7,15.4,66.9,1010.4,0,0
2021-11-24,3.8,24.7,13.8,65.9,1010.6,0,0
2021-11-25,1.4,25.6,12.4,62.9,1009.7,0,0
2021-11-26,1.7,24.5,14.3,60.4,1009.3,0,0
2021-11-27,1.6,24.7,11.3,62.8,1011.1,0,0
2021-11-28,3.6,24.3,11.8,66.3,1011.1,0,0
2021-11-29,1.0,23.2,10.3,61.6,1011.3,0,0
2021-11-30,0.7,23.2,12.5,67.9,1010.2,0,0
2021-12-01,4.7,24.2,12.5,71.2,1008.9,0,0
2021-12-02,2.2,23.4,11.8,62.0,1011.1,0,0
2021-12-03,4.0,22.9,12.5,64.2,1010.1,0,0
2021-12-04,0.9,24.1,11.8,63.7,1010.5,0,0
2021-12-05,1.5,24.5,12.8,59.1,1011.6,0,0
2021-12-06,1.3,24.7,11.0,57.0,1012.2,0,0
2021-12-07,1.1,23.9,13.5,64.7,1013.5,0,0
2021-12-08,1.9,24.9,10.1,66.3,1011.8,0,0
2021-12-09,1.4,24.7,10.1,61.3,1012.7,0,0
2021-12-10,1.1,24.3,11.1,63.8,1012.7,0,0
2021-12-11,0.8,24.6,13.1,56.9,1011.6,0,0
2021-12-12,0.6,24.7,12.8,60.0,1011.2,0,0
2021-12-13,0.5,24.5,12.3,58.9,1010.5,0,0
2021-12-14,0.2,22.5,10.8,67.7,1011.2,0,0
2021-12-15,0.9,22.5,11.1,57.7,1012.7,0,0
2021-12-16,0.7,22.8,11.1,65.1,1008.8,0,0
2021-12-17,0.9,24.3,12.0,55.0,1007.6,0,0
2021-12-18,2.0,24.8,13.8,61.9,1008.8,0,0
2021-12-19,1.3,24.3,16.8,51.9,1010.5,0,0
2021-12-20,1.3,25.7,13.4,61.6,1010.3,0,0
2021-12-21,3.1,26.3,12.8,56.5,1010.1,0,0
2021-12-22,0.4,25.3,11.3,68.1,1008.9,0,0
2021-12-23,1.2,26.0,10.7,62.0,1009.7,0,0
2021-12-24,0.2,24.9,17.3,65.0,1009.3,0,0
2021-12-25,1.2,24.3,13.4,64.5,1008.7,0,0
2021-12-26,0.3,24.5,11.7,55.1,1010.5,0,0
2021-12-27,0.4,23.7,10.8,64.0,1010.3,0,0
2021-12-28,0.8,23.5,15.6,70.3,1012.0,0,0
2021-12-29,3.2,23.6,11.4,64.6,1009.6,0,0
2021-12-30,1.2,24.8,12.0,65.3,1008.3,0,0
2021-12-31,2.1,27.0,11.3,59.1,1008.9,0,0
2022-01-01,0.1,26.6,11.5,58.1,1008.0,0,0
2022-01-02,0.4,26.1,11.8,58.8,1010.3,0,0
2022-01-03,0.0,24.3,11.1,71.5,1008.7,0,0
2022-01-04,0.5,24.6,15.7,58.7,1009.4,0,0
2022-01-05,0.0,24.2,10.5,63.0,1012.0,0,0
2022-01-06,0.6,23.9,16.3,62.9,1010.9,0,0
2022-01-07,0.0,25.6,10.7,66.3,1010.2,0,0
2022-01-08,0.0,26.0,11.4,62.5,1007.4,0,0
2022-01-09,0.0,25.9,10.4,60.1,1009.3,0,0
2022-01-10,0.0,25.2,15.4,69.4,1008.9,0,0
2022-01-11,0.0,26.3,14.3,65.3,1012.3,0,0
2022-01-12,1.4,27.0,10.1,56.1,1012.0,0,0
2022-01-13,0.4,27.3,12.6,64.9,1011.5,0,0
2022-01-14,0.0,26.2,11.7,59.6,1009.3,0,0
2022-01-15,0.0,26.8,12.4,58.5,1011.5,0,0
2022-01-16,0.1,26.4,10.5,67.0,1011.9,0,0
2022-01-17,0.6,27.0,11.5,56.7,1010.4,0,0
2022-01-18,1.3,26.5,10.2,62.1,1012.1,0,0
2022-01-19,0.3,28.1,14.2,61.0,1010.8,0,0
2022-01-20,0.4,27.2,12.5,65.4,1011.9,0,0
2022-01-21,1.3,25.1,10.7,69.1,1011.1,0,0
2022-01-22,0.4,26.0,10.0,59.6,1009.9,0,0
2022-01-23,0.1,26.2,12.2,64.2,1008.4,0,0
2022-01-24,0.1,27.6,10.5,58.8,1011.6,0,0
2022-01-25,0.0,26.2,12.8,58.5,1010.7,0,0
2022-01-26,0.4,26.1,12.1,63.1,1011.0,0,0
2022-01-27,0.0,25.2,13.0,66.4,1009.7,0,0
2022-01-28,0.5,25.8,12.3,65.3,1010.3,0,0
2022-01-29,0.3,26.0,10.8,61.6,1009.3,0,0
2022-01-30,0.5,25.6,12.5,64.2,1008.9,0,0
2022-01-31,0.0,26.9,13.4,52.5,1010.4,0,0
2022-02-01,0.6,26.4,12.4,54.2,1013.7,0,0
2022-02-02,0.0,26.5,11.5,53.9,1010.8,0,0
2022-02-03,0.9,26.3,15.0,63.3,1010.3,0,0
2022-02-04,0.7,26.8,10.9,58.9,1010.5,0,0
2022-02-05,0.5,26.1,12.5,63.4,1009.5,0,0
2022-02-06,0.5,26.9,10.2,56.0,1011.2,0,0
2022-02-07,0.0,27.9,13.3,58.7,1008.5,0,0
2022-02-08,0.0,28.5,11.0,63.6,1008.3,0,0
2022-02-09,0.5,28.7,15.4,62.4,1009.8,0,0
2022-02-10,0.9,28.7,13.3,62.2,1008.7,0,0
2022-02-11,1.0,28.0,15.4,62.6,1009.4,0,0
2022-02-12,0.2,30.8,10.3,58.7,1010.0,0,0
2022-02-13,0.6,31.5,12.5,50.8,1010.6,0,0
2022-02-14,0.5,29.0,11.3,61.5,1010.2,0,0
2022-02-15,0.0,30.2,10.8,61.0,1009.9,0,0
2022-02-16,0.2,30.7,13.2,56.0,1010.3,0,0
2022-02-17,1.1,29.4,13.1,55.1,1010.1,0,0
2022-02-18,0.0,28.5,11.6,62.9,1012.1,0,0
2022-02-19,0.0,27.7,14.4,55.6,1011.0,0,0
2022-02-20,0.9,27.8,10.2,58.7,1011.4,0,0
2022-02-21,0.0,28.2,11.1,62.2,1013.0,0,0
2022-02-22,0.0,28.8,14.0,56.1,1010.7,0,0
2022-02-23,1.1,28.3,10.2,60.0,1011.4,0,0
2022-02-24,1.4,28.1,13.3,59.8,1011.7,0,0
2022-02-25,1.4,28.8,15.0,63.7,1010.0,0,0
2022-02-26,0.3,29.1,10.5,60.0,1008.6,0,0
2022-02-27,0.2,27.5,11.3,54.0,1009.2,0,0
2022-02-28,1.1,26.7,11.8,54.4,1009.0,0,0
2022-03-01,0.4,27.0,11.8,57.2,1010.0,0,0
2022-03-02,0.4,28.0,10.2,64.3,1009.2,0,0
2022-03-03,1.4,28.8,12.1,53.5,1010.2,0,0
2022-03-04,1.1,29.6,10.7,61.3,1011.2,0,0
2022-03-05,1.7,28.2,11.0,67.5,1012.0,0,0
2022-03-06,0.7,29.3,14.0,61.3,1013.2,0,0
2022-03-07,0.2,29.4,11.0,61.6,1010.8,0,0
2022-03-08,0.2,29.8,11.2,58.0,1011.5,0,0
2022-03-09,0.7,29.7,11.8,60.8,1012.5,0,0
