date,rainfall_mm,temperature_c,wind_speed_kmh,humidity_percent,pressure_hpa,flood_occurred,cyclone_occurred
2021-02-12,0.5,25.2,12.2,58.0,1008.8,0,0
2021-02-13,0.4,25.9,16.0,57.5,1009.1,0,0
2021-02-14,0.5,27.1,12.7,61.6,1008.6,0,0
2021-02-15,0.0,26.4,13.5,61.0,1009.1,0,0
2021-02-16,0.8,27.1,13.8,61.5,1010.2,0,0
2021-02-17,0.2,27.4,13.6,63.0,1009.2,0,0
2021-02-18,0.0,26.5,13.6,54.3,1009.4,0,0
2021-02-19,0.0,27.5,15.4,53.7,1007.6,0,0
2021-02-20,1.7,26.1,13.9,53.5,1008.4,0,0
2021-02-21,1.0,27.2,13.8,58.0,1009.9,0,0
2021-02-22,0.3,27.0,19.2,50.5,1009.5,0,0
2021-02-23,0.1,27.7,13.0,51.8,1008.0,0,0
2021-02-24,0.0,27.0,19.2,55.8,1008.1,0,0
2021-02-25,0.8,26.9,12.5,57.1,1008.7,0,0
2021-02-26,0.3,27.0,13.9,61.1,1008.4,0,0
2021-02-27,1.0,28.0,13.9,61.3,1008.6,0,0
2021-02-28,0.0,28.0,12.1,49.8,1008.3,0,0
2021-03-01,1.1,27.3,16.0,58.9,1008.7,0,0
2021-03-02,0.0,28.4,13.6,63.0,1007.1,0,0
2021-03-03,0.4,28.8,15.3,53.9,1006.4,0,0
2021-03-04,0.5,27.9,14.6,52.7,1005.4,0,0
2021-03-05,0.9,29.2,14.3,50.6,1005.0,0,0
2021-03-06,0.8,27.8,15.3,54.4,1006.9,0,0
2021-03-07,0.6,29.0,15.5,60.0,1008.0,0,0
2021-03-08,1.4,27.5,12.1,56.5,1008.9,0,0
2021-03-09,0.4,28.7,12.9,64.4,1008.5,0,0
2021-03-10,0.2,28.3,14.2,61.0,1007.5,0,0
2021-03-11,0.0,28.9,19.2,59.9,1008.7,0,0
2021-03-12,0.8,30.1,16.1,49.7,1008.1,0,0
2021-03-13,0.0,29.6,12.4,61.7,1007.4,0,0
2021-03-14,0.3,28.7,16.1,61.8,1006.2,0,0
2021-03-15,0.0,28.6,16.9,58.5,1006.6,0,0
2021-03-16,0.0,28.0,12.6,56.4,1005.5,0,0
2021-03-17,0.4,28.2,16.9,55.1,1007.7,0,0
2021-03-18,1.9,28.4,14.6,60.8,1007.2,0,0
2021-03-19,0.8,28.8,13.9,61.2,1006.2,0,0
2021-03-20,0.4,29.0,17.1,60.1,1007.0,0,0
2021-03-21,1.7,28.7,14.9,67.0,1006.3,0,0
2021-03-22,0.5,27.4,12.4,64.2,1004.6,0,0
2021-03-23,0.4,27.8,14.0,60.3,1004.3,0,0
2021-03-24,1.2,27.8,14.0,62.8,1006.0,0,0
2021-03-25,1.2,28.5,13.5,58.5,1006.6,0,0
2021-03-26,2.1,29.0,14.4,62.4,1007.4,0,0
2021-03-27,0.1,29.7,15.5,58.4,1006.4,0,0
2021-03-28,0.3,30.2,13.7,53.2,1005.5,0,0
2021-03-29,1.3,30.2,14.0,60.2,1007.2,0,0
2021-03-30,0.5,30.4,17.6,54.1,1007.5,0,0
2021-03-31,0.3,30.0,14.8,54.8,1009.1,0,0
2021-04-01,0.6,29.9,14.4,62.9,1010.6,0,0
2021-04-02,1.5,30.0,16.0,58.8,1008.8,0,0
2021-04-03,0.9,30.7,18.6,64.7,1010.5,0,0
2021-04-04,0.8,31.0,15.3,54.6,1007.9,0,0
2021-04-05,0.3,31.1,12.3,61.5,1008.7,0,0
2021-04-06,0.5,31.8,17.0,46.1,1006.9,0,0
2021-04-07,0.4,30.9,16.5,55.4,1007.6,0,0
2021-04-08,3.0,31.4,15.4,61.8,1009.1,0,0
2021-04-09,0.7,30.4,14.5,55.0,1008.7,0,0
2021-04-10,1.3,31.1,13.3,54.1,1011.1,0,0
2021-04-11,1.1,31.0,17.5,56.3,1008.2,0,0
2021-04-12,0.2,32.2,12.5,57.2,1008.1,0,0
2021-04-13,0.4,31.8,12.4,58.1,1008.7,0,0
2021-04-14,1.9,31.5,16.7,57.9,1010.0,0,0
2021-04-15,1.8,32.1,17.3,58.2,1008.5,0,0
2021-04-16,5.1,31.0,13.0,58.2,1008.6,0,0
2021-04-17,0.6,30.7,12.5,59.4,1008.1,0,0
2021-04-18,5.6,30.4,14.2,64.5,1005.9,0,0
2021-04-19,1.2,31.2,13.3,55.2,1006.2,0,0
2021-04-20,3.8,32.1,12.6,59.4,1005.8,0,0
2021-04-21,4.6,32.8,13.5,56.1,1005.7,0,0
2021-04-22,0.3,31.3,14.1,57.9,1007.0,0,0
2021-04-23,8.9,30.7,13.1,63.4,1006.2,0,0
2021-04-24,1.3,29.9,15.6,59.5,1006.6,0,0
2021-04-25,3.8,30.2,14.8,55.2,1008.1,0,0
2021-04-26,2.0,30.2,16.8,64.7,1007.5,0,0
2021-04-27,1.4,31.2,17.4,52.5,1007.5,0,0
2021-04-28,2.1,31.3,16.5,54.7,1007.3,0,0
2021-04-29,8.0,32.0,15.6,53.6,1006.7,0,0
2021-04-30,2.4,31.4,12.8,61.0,1007.3,0,0
2021-05-01,4.0,31.2,13.7,55.2,1006.6,0,0
2021-05-02,2.5,30.6,12.7,56.0,1007.3,0,0
2021-05-03,2.6,30.3,12.7,68.4,1006.8,0,0
2021-05-04,2.9,31.8,13.6,52.8,1008.2,0,0
2021-05-05,4.1,32.4,16.4,53.7,1007.7,0,0
2021-05-06,4.0,31.2,12.3,55.7,1007.5,0,0
2021-05-07,10.0,32.4,13.9,62.7,1006.8,0,0
2021-05-08,48.5,29.7,71.4,82.0,989.4,0,1
2021-05-09,88.1,27.7,86.7,89.2,997.1,1,1
2021-05-10,30.2,29.4,74.5,77.1,991.4,1,1
2021-05-11,5.4,33.3,13.0,55.2,1006.9,1,0
2021-05-12,3.8,34.6,13.4,55.5,1008.0,0,0
2021-05-13,13.8,35.1,12.3,62.1,1006.5,0,0
2021-05-14,3.1,34.3,15.1,58.7,1005.7,0,0
2021-05-15,14.9,33.5,16.1,64.6,1007.1,0,0
2021-05-16,0.8,33.2,16.8,50.8,1004.8,0,0
2021-05-17,9.9,33.6,15.2,58.9,1007.8,0,0
2021-05-18,8.8,33.8,12.4,64.6,1006.2,0,0
2021-05-19,6.4,33.2,12.7,57.7,1007.7,0,0
2021-05-20,5.3,32.9,16.3,61.0,1007.9,0,0
2021-05-21,2.2,32.7,14.3,56.2,1006.8,0,0
2021-05-22,6.7,32.5,16.1,64.1,1007.3,0,0
2021-05-23,9.9,33.4,14.1,53.5,1008.2,0,0
2021-05-24,5.4,32.0,12.5,55.9,1007.0,0,0
2021-05-25,6.1,31.5,13.5,58.6,1009.1,0,0
2021-05-26,9.2,31.1,17.9,66.6,1007.3,0,0
2021-05-27,26.7,31.2,14.8,76.7,1008.5,0,0
2021-05-28,18.7,33.4,16.9,67.4,1009.0,0,0
2021-05-29,2.8,32.9,13.4,60.4,1007.5,0,0
2021-05-30,3.3,32.3,12.4,56.8,1009.5,0,0
2021-05-31,14.9,32.5,13.9,69.0,1010.0,0,0
2021-06-01,6.4,34.1,17.5,55.0,1010.1,0,0
2021-06-02,24.7,33.8,13.5,65.4,1008.0,0,0
2021-06-03,11.3,32.1,17.6,62.0,1007.6,0,0
2021-06-04,18.8,32.7,13.6,65.5,1008.0,0,0
2021-06-05,7.4,31.3,14.0,54.7,1008.1,0,0
2021-06-06,11.0,33.4,15.2,64.5,1008.4,0,0
2021-06-07,8.6,32.9,14.1,61.6,1006.7,0,0
2021-06-08,10.3,34.1,15.6,60.4,1008.3,0,0
2021-06-09,19.3,33.8,15.5,66.8,1009.4,0,0
2021-06-10,4.3,33.5,14.0,52.8,1006.0,0,0
2021-06-11,9.4,33.1,18.6,56.9,1008.3,0,0
2021-06-12,9.7,31.5,14.8,54.3,1008.5,0,0
2021-06-13,18.3,31.8,15.5,60.8,1007.1,0,0
2021-06-14,15.1,31.4,15.1,63.4,1006.6,0,0
2021-06-15,25.5,32.3,16.4,78.1,1004.9,0,0
2021-06-16,3.1,31.8,13.0,54.8,1004.4,0,0
2021-06-17,25.1,33.7,13.4,70.6,1004.7,0,0
2021-06-18,28.9,33.3,14.9,67.3,1006.0,0,0
2021-06-19,5.4,31.8,13.9,58.6,1007.9,0,0
2021-06-20,9.3,31.5,13.0,59.1,1009.0,0,0
2021-06-21,19.8,30.5,18.4,70.4,1008.3,0,0
2021-06-22,2.3,29.7,13.4,62.4,1008.9,0,0
2021-06-23,8.1,29.9,17.7,62.9,1009.4,0,0
2021-06-24,15.3,29.2,14.7,63.7,1008.2,0,0
2021-06-25,9.9,30.4,15.7,61.3,1007.8,0,0
2021-06-26,3.8,31.9,17.9,54.6,1008.1,0,0
2021-06-27,25.5,31.7,16.3,63.2,1008.4,0,0
2021-06-28,12.5,32.1,16.3,59.7,1008.1,0,0
2021-06-29,40.8,31.1,13.2,83.3,1006.3,0,0
2021-06-30,20.6,30.4,13.8,76.2,1005.4,0,0
2021-07-01,20.4,30.2,13.9,76.6,1004.3,1,0
2021-07-02,13.7,30.6,13.9,61.1,1003.9,0,0
2021-07-03,3.8,31.1,12.9,62.2,1004.8,0,0
2021-07-04,14.3,30.1,15.4,61.1,1007.2,0,0
2021-07-05,7.0,29.8,13.6,70.6,1007.3,0,0
2021-07-06,12.8,31.1,12.9,63.7,1006.0,0,0
2021-07-07,21.3,32.1,13.3,70.7,1007.2,0,0
2021-07-08,2.0,31.3,13.3,56.4,1007.3,0,0
2021-07-09,8.8,30.9,13.1,50.1,1004.9,0,0
2021-07-10,3.3,31.7,14.4,66.3,1008.6,0,0
2021-07-11,3.0,30.8,15.4,55.5,1007.6,0,0
2021-07-12,17.6,30.8,15.7,67.0,1007.2,0,0
2021-07-13,2.7,30.7,14.5,52.7,1006.4,0,0
2021-07-14,53.4,29.0,13.1,90.5,1007.3,0,0
2021-07-15,7.3,29.1,13.4,62.9,1005.7,0,0
2021-07-16,1.8,29.5,17.5,61.9,1007.4,0,0
2021-07-17,7.4,29.1,14.5,62.2,1008.8,0,0
2021-07-18,9.4,29.0,16.6,62.1,1006.7,0,0
2021-07-19,14.5,28.8,15.1,66.1,1006.6,0,0
2021-07-20,21.5,28.8,17.5,72.0,1007.4,0,0
2021-07-21,21.3,28.9,16.1,62.5,1007.0,0,0
2021-07-22,9.7,29.2,20.8,70.2,1008.2,0,0
2021-07-23,12.2,30.2,16.3,66.1,1011.4,0,0
2021-07-24,34.0,30.4,17.9,73.9,1006.6,0,0
2021-07-25,14.5,29.0,15.3,62.8,1007.5,0,0
2021-07-26,4.5,28.5,14.1,61.2,1006.8,0,0
2021-07-27,20.8,28.6,14.7,74.9,1006.5,0,0
2021-07-28,19.6,28.0,16.0,72.6,1006.9,0,0
2021-07-29,11.9,28.3,14.2,69.8,1007.6,0,0
2021-07-30,8.3,28.4,13.8,63.6,1010.6,0,0
2021-07-31,7.4,28.8,18.8,61.8,1009.6,0,0
2021-08-01,11.8,29.8,12.9,61.7,1011.3,0,0
2021-08-02,23.7,29.3,14.1,73.0,1009.8,0,0
2021-08-03,1.8,28.7,13.3,63.0,1007.2,0,0
2021-08-04,11.8,29.4,14.0,65.5,1008.3,0,0
2021-08-05,10.0,27.2,14.4,66.2,1006.4,0,0
2021-08-06,7.4,27.5,14.6,58.4,1006.5,0,0
2021-08-07,6.2,27.4,15.9,63.0,1008.5,0,0
2021-08-08,19.2,27.3,13.1,65.1,1006.6,0,0
2021-08-09,43.6,27.0,16.2,85.4,1008.6,0,0
2021-08-10,30.5,26.8,15.4,79.6,1006.9,1,0
2021-08-11,24.9,25.6,15.3,82.0,1006.3,1,0
2021-08-12,14.6,27.4,17.6,67.9,1009.4,0,0
2021-08-13,4.4,26.7,16.7,61.2,1008.3,0,0
2021-08-14,11.0,26.0,14.7,69.0,1010.1,0,0
2021-08-15,44.2,25.5,15.4,78.9,1010.3,0,0
2021-08-16,22.5,25.3,14.7,73.2,1010.4,0,0
2021-08-17,32.0,26.5,16.7,80.4,1007.8,1,0
2021-08-18,4.1,26.1,13.2,62.6,1009.7,0,0
2021-08-19,33.5,25.8,17.3,88.2,1009.4,0,0
2021-08-20,9.0,26.5,14.6,60.9,1009.7,0,0
2021-08-21,10.4,27.4,14.1,57.5,1009.5,0,0
2021-08-22,5.0,26.2,13.8,65.4,1009.6,0,0
2021-08-23,9.4,26.7,12.9,64.7,1008.3,0,0
2021-08-24,7.2,26.1,13.1,64.4,1007.5,0,0
2021-08-25,24.5,26.7,15.4,72.4,1007.3,0,0
2021-08-26,6.9,26.5,19.0,65.8,1008.9,0,0
2021-08-27,0.4,26.2,15.0,63.2,1008.3,0,0
2021-08-28,19.5,26.6,17.4,68.0,1007.7,0,0
2021-08-29,5.9,26.9,16.5,61.1,1008.5,0,0
2021-08-30,11.9,26.1,14.4,65.4,1006.2,0,0
2021-08-31,16.0,25.7,16.0,61.3,1008.2,0,0
2021-09-01,5.0,25.5,13.1,69.2,1009.8,0,0
2021-09-02,16.9,26.0,13.2,70.1,1008.1,0,0
2021-09-03,35.0,25.3,18.3,81.0,1009.6,0,0
2021-09-04,9.3,25.5,14.1,67.6,1008.9,0,0
2021-09-05,16.4,26.2,17.1,67.9,1009.3,0,0
2021-09-06,32.0,26.7,19.7,80.3,1006.3,0,0
2021-09-07,8.8,26.2,17.9,64.8,1005.6,0,0
2021-09-08,16.4,26.0,14.6,76.3,1002.7,0,0
2021-09-09,18.4,26.6,13.0,71.4,1004.2,0,0
2021-09-10,4.3,26.7,21.3,59.3,1002.7,0,0
2021-09-11,19.6,25.6,15.1,71.0,1005.2,0,0
2021-09-12,13.2,25.4,13.8,65.5,1006.0,0,0
2021-09-13,2.9,25.6,15.5,61.0,1007.4,0,0
2021-09-14,12.0,25.6,13.7,72.8,1006.6,0,0
2021-09-15,1.9,25.3,14.2,63.9,1006.8,0,0
2021-09-16,21.5,25.3,18.9,71.6,1006.6,0,0
2021-09-17,2.9,25.8,13.7,65.7,1008.0,0,0
2021-09-18,13.9,26.4,15.7,64.6,1010.4,0,0
2021-09-19,6.8,25.7,14.6,69.0,1009.5,0,0
2021-09-20,2.7,25.8,14.1,58.6,1008.0,0,0
2021-09-21,5.7,24.1,15.3,62.3,1008.5,0,0
2021-09-22,11.2,24.7,16.2,68.2,1010.1,0,0
2021-09-23,4.9,24.9,13.3,57.0,1009.7,0,0
2021-09-24,4.2,24.5,21.9,64.4,1010.5,0,0
2021-09-25,9.7,25.0,16.0,71.1,1008.4,0,0
2021-09-26,14.1,24.6,14.2,70.1,1007.2,0,0
2021-09-27,2.7,22.7,13.5,54.6,1007.4,0,0
2021-09-28,8.0,23.8,15.8,64.6,1005.4,0,0
2021-09-29,6.5,24.1,15.8,74.4,1006.2,0,0
2021-09-30,1.8,23.2,18.4,67.5,1005.4,0,0
2021-10-01,10.0,22.1,13.3,74.2,1005.7,0,0
2021-10-02,18.5,20.7,17.4,75.7,1007.0,0,0
2021-10-03,3.0,22.5,13.4,66.1,1005.1,0,0
2021-10-04,5.3,23.4,13.8,65.0,1009.4,0,0
2021-10-05,6.3,23.0,16.8,64.8,1009.2,0,0
2021-10-06,13.5,24.1,13.2,76.8,1009.3,0,0
2021-10-07,4.9,23.3,13.4,57.3,1008.0,0,0
2021-10-08,2.3,23.1,16.0,58.7,1008.0,0,0
2021-10-09,5.1,22.6,17.8,63.9,1007.3,0,0
2021-10-10,3.5,22.5,12.7,62.9,1007.1,0,0
2021-10-11,3.2,22.3,13.9,69.9,1005.6,0,0
2021-10-12,8.3,22.0,13.4,70.0,1006.9,0,0
2021-10-13,0.4,22.4,13.6,62.0,1006.2,0,0
2021-10-14,8.9,21.5,13.3,71.8,1005.0,0,0
2021-10-15,12.6,21.3,14.0,73.6,1006.1,0,0
2021-10-16,8.0,21.3,12.3,68.6,1004.7,0,0
2021-10-17,8.2,21.7,14.2,75.2,1006.0,0,0
2021-10-18,4.0,20.8,15.7,70.9,1007.2,0,0
2021-10-19,5.2,20.1,15.2,75.6,1008.9,0,0
2021-10-20,6.1,20.5,14.6,76.4,1009.4,0,0
2021-10-21,4.5,21.0,14.8,63.2,1008.7,0,0
2021-10-22,9.3,21.4,12.7,70.5,1007.6,0,0
2021-10-23,1.6,20.7,13.8,63.2,1008.8,0,0
2021-10-24,6.2,21.4,13.7,69.4,1009.5,0,0
2021-10-25,2.4,21.9,17.3,57.9,1009.0,0,0
2021-10-26,8.5,22.6,13.0,70.7,1007.2,0,0
2021-10-27,6.0,22.0,13.4,66.4,1007.4,0,0
2021-10-28,3.7,21.3,13.7,68.4,1007.0,0,0
2021-10-29,2.8,22.1,14.7,60.7,1008.9,0,0
2021-10-30,1.4,23.4,13.9,61.2,1007.5,0,0
2021-10-31,1.5,23.3,15.9,65.6,1007.7,0,0
2021-11-01,52.7,19.5,96.5,93.0,989.1,0,1
2021-11-02,43.3,18.2,81.6,95.9,991.5,1,1
2021-11-03,37.5,18.0,77.9,95.2,996.9,1,1
2021-11-04,139.7,18.0,98.6,98.2,992.4,1,1
2021-11-05,1.1,19.6,15.2,70.9,1008.6,1,0
2021-11-06,1.2,20.3,12.1,69.2,1009.1,1,0
2021-11-07,0.6,20.8,18.0,67.7,1009.2,0,0
2021-11-08,0.8,21.6,12.3,67.7,1009.7,0,0
2021-11-09,2.0,22.0,14.4,67.7,1008.5,0,0
2021-11-10,5.9,21.9,15.5,55.2,1008.4,0,0
2021-11-11,0.5,21.9,13.8,65.8,1008.1,0,0
2021-11-12,0.7,23.3,16.2,65.1,1007.9,0,0
2021-11-13,3.7,23.6,16.0,72.6,1007.6,0,0
2021-11-14,2.8,23.2,12.7,65.5,1007.0,0,0
2021-11-15,1.4,24.2,16.5,59.0,1005.2,0,0
2021-11-16,1.0,23.8,14.1,58.7,1006.9,0,0
2021-11-17,1.5,22.5,12.6,67.0,1007.1,0,0
2021-11-18,0.9,22.4,12.5,63.3,1007.6,0,0
2021-11-19,1.4,22.4,13.0,70.9,1007.6,0,0
2021-11-20,0.3,22.1,13.5,62.3,1009.1,0,0
2021-11-21,0.5,22.5,13.5,64.7,1008.0,0,0
2021-11-22,0.5,20.9,14.0,67.2,1009.3,0,0
2021-11-23,1.0,20.6,14.4,61.9,1010.5,0,0
2021-11-24,0.5,22.4,15.9,66.3,1011.8,0,0
2021-11-25,2.7,21.7,15.6,62.8,1009.3,0,0
2021-11-26,31.6,18.4,71.8,86.7,988.9,0,1
2021-11-27,70.4,18.7,68.5,95.3,990.0,1,1
2021-11-28,43.4,18.2,94.1,93.5,999.0,1,1
2021-11-29,23.3,17.2,88.5,83.3,994.2,1,1
2021-11-30,0.4,21.1,13.4,64.3,1008.2,0,0
2021-12-01,0.4,21.7,13.4,68.3,1008.3,0,0
2021-12-02,0.8,21.6,15.7,61.0,1006.3,0,0
2021-12-03,0.5,21.9,12.5,62.7,1003.8,0,0
2021-12-04,0.5,23.1,17.3,69.8,1003.3,0,0
2021-12-05,0.6,23.2,15.1,61.8,1005.5,0,0
2021-12-06,0.1,23.3,12.5,57.8,1007.4,0,0
2021-12-07,1.4,22.7,13.2,64.1,1007.1,0,0
2021-12-08,0.7,21.6,12.8,71.8,1007.0,0,0
2021-12-09,2.5,21.7,12.1,70.1,1005.7,0,0
2021-12-10,0.2,21.8,14.5,66.7,1008.0,0,0
2021-12-11,0.0,21.4,15.1,62.4,1007.3,0,0
2021-12-12,0.0,22.0,13.6,69.4,1006.2,0,0
2021-12-13,0.6,22.1,13.0,65.1,1007.2,0,0
2021-12-14,0.1,21.0,13.0,61.4,1007.9,0,0
2021-12-15,0.0,21.0,14.3,62.6,1007.6,0,0
2021-12-16,0.0,22.8,13.5,62.9,1006.9,0,0
2021-12-17,1.5,22.2,17.9,60.0,1006.2,0,0
2021-12-18,0.5,22.7,14.5,59.7,1007.7,0,0
2021-12-19,0.7,21.4,13.0,65.8,1009.6,0,0
2021-12-20,0.0,21.6,15.2,66.4,1009.6,0,0
2021-12-21,0.6,22.2,12.9,58.2,1010.9,0,0
2021-12-22,0.6,23.3,13.2,62.0,1011.7,0,0
2021-12-23,1.2,23.0,12.5,70.7,1010.0,0,0
2021-12-24,0.4,22.9,14.8,56.3,1008.4,0,0
2021-12-25,0.3,23.4,15.1,64.6,1008.5,0,0
2021-12-26,0.8,22.9,13.0,67.1,1010.4,0,0
2021-12-27,0.0,24.0,15.8,61.1,1009.2,0,0
2021-12-28,0.0,23.6,12.0,58.1,1008.0,0,0
2021-12-29,0.0,23.0,16.3,61.5,1007.7,0,0
2021-12-30,0.0,23.1,12.5,64.8,1009.6,0,0
2021-12-31,0.0,22.8,14.7,67.9,1008.4,0,0
2022-01-01,0.9,23.1,12.7,61.8,1006.9,0,0
2022-01-02,0.0,23.1,13.4,56.6,1005.5,0,0
2022-01-03,0.3,22.1,14.6,61.7,1004.3,0,0
2022-01-04,0.8,22.4,13.5,64.7,1004.6,0,0
2022-01-05,0.0,22.8,12.9,61.6,1005.0,0,0
2022-01-06,0.7,23.6,16.0,62.6,1006.7,0,0
2022-01-07,0.3,24.1,13.0,60.9,1006.7,0,0
2022-01-08,0.1,24.8,12.5,69.3,1009.4,0,0
2022-01-09,0.8,23.4,14.2,73.2,1010.9,0,0
2022-01-10,0.0,25.1,15.5,60.1,1008.5,0,0
2022-01-11,0.1,24.7,13.5,63.2,1008.1,0,0
2022-01-12,0.5,22.5,16.1,58.8,1009.3,0,0
2022-01-13,0.8,24.1,14.7,54.7,1007.7,0,0
2022-01-14,0.6,24.5,14.1,64.5,1007.1,0,0
2022-01-15,0.2,22.5,12.6,57.5,1006.1,0,0
2022-01-16,0.8,24.2,15.5,62.0,1007.9,0,0
2022-01-17,0.5,23.9,13.8,55.3,1006.7,0,0
2022-01-18,0.3,25.1,13.7,60.2,1009.5,0,0
2022-01-19,0.6,25.6,13.1,65.3,1009.0,0,0
2022-01-20,0.6,24.8,16.2,65.3,1007.4,0,0
2022-01-21,0.0,25.0,14.8,62.0,1008.0,0,0
2022-01-22,0.0,25.5,13.3,55.5,1008.1,0,0
2022-01-23,0.0,24.8,13.2,59.0,1007.1,0,0
2022-01-24,0.0,25.3,15.6,58.5,1006.3,0,0
2022-01-25,0.5,25.3,14.0,63.4,1006.5,0,0
2022-01-26,1.0,25.0,16.6,58.9,1008.3,0,0
2022-01-27,0.1,23.5,12.2,56.3,1007.7,0,0
2022-01-28,0.0,24.4,12.3,56.7,1007.4,0,0
2022-01-29,0.0,25.4,12.6,59.8,1006.8,0,0
2022-01-30,1.0,25.1,14.7,57.2,1005.3,0,0
2022-01-31,0.8,25.3,12.0,63.0,1005.3,0,0
2022-02-01,1.1,25.2,13.3,62.0,1005.1,0,0
2022-02-02,0.0,24.7,12.4,55.3,1007.2,0,0
2022-02-03,1.0,23.7,12.1,56.9,1007.9,0,0
2022-02-04,0.6,24.2,12.5,66.4,1008.2,0,0
2022-02-05,0.7,23.8,12.2,62.0,1007.1,0,0
2022-02-06,0.3,25.2,12.8,62.5,1007.1,0,0
2022-02-07,1.1,27.0,15.8,62.6,1008.4,0,0
2022-02-08,0.4,27.5,13.8,60.5,1008.1,0,0
2022-02-09,0.4,26.3,14.6,58.3,1009.0,0,0
2022-02-10,0.0,25.6,12.5,66.8,1008.6,0,0
2022-02-11,0.1,26.3,12.7,60.4,1007.5,0,0
2022-02-12,0.0,27.0,13.0,55.6,1006.5,0,0
2022-02-13,0.0,27.3,15.1,54.1,1006.6,0,0
2022-02-14,0.0,28.1,13.8,61.1,1006.9,0,0
2022-02-15,0.1,28.7,15.6,64.7,1007.6,0,0
2022-02-16,0.3,29.3,15.1,60.8,1007.6,0,0
2022-02-17,0.7,29.2,12.5,63.8,1007.4,0,0
2022-02-18,0.6,29.2,15.9,56.3,1008.0,0,0
2022-02-19,0.9,28.3,16.2,71.0,1008.1,0,0
2022-02-20,0.0,26.9,16.8,54.3,1009.1,0,0
2022-02-21,0.0,26.7,12.0,60.8,1011.1,0,0
2022-02-22,0.8,26.1,13.5,64.7,1009.9,0,0
2022-02-23,0.9,26.8,12.3,62.0,1008.0,0,0
2022-02-24,0.0,28.2,13.4,58.7,1007.7,0,0
2022-02-25,0.8,27.5,13.2,56.8,1008.6,0,0
2022-02-26,0.7,26.7,15.4,67.0,1008.3,0,0
2022-02-27,0.2,27.5,17.2,60.5,1007.3,0,0
2022-02-28,1.4,28.3,12.2,55.5,1007.2,0,0
2022-03-01,0.0,28.9,16.5,57.6,1006.0,0,0
2022-03-02,1.4,28.3,12.1,59.1,1007.8,0,0
2022-03-03,0.1,28.6,19.5,61.1,1009.2,0,0
2022-03-04,0.4,28.7,15.3,58.0,1009.6,0,0
2022-03-05,0.5,28.9,12.8,49.3,1009.0,0,0
2022-03-06,0.2,29.2,14.1,66.6,1007.9,0,0
2022-03-07,0.6,28.3,14.1,62.9,1006.9,0,0
2022-03-08,0.5,29.0,14.3,58.3,1007.0,0,0
2022-03-09,0.0,29.6,13.2,60.5,1007.6,0,0
2022-03-10,0.5,29.5,13.8,60.0,1009.1,0,0
